Topics;Alpha;Beta;min_df;max_df;top_n_words;Coherence;Perplexity;Vocab_Size;Top_words_per_topic
2;0.5;1;2;0.8;7;-0.3025924639262998;2529.623436966135;8282;signal turbine vibration frequency bearing cnn sensor | forecasting wind management grid hydropower prediction renewable_energy
2;0.7;1;2;0.8;7;-0.3025924639262998;2529.9936329253837;8282;signal turbine vibration frequency bearing cnn sensor | forecasting wind management grid hydropower prediction renewable_energy
2;1;1;2;0.8;7;-0.3025924639262998;2530.546203492469;8282;signal turbine vibration frequency bearing cnn sensor | forecasting wind management grid hydropower prediction renewable_energy
2;symmetric;1;2;0.8;7;-0.3025924639262998;2529.623436966135;8282;signal turbine vibration frequency bearing cnn sensor | forecasting wind management grid hydropower prediction renewable_energy
2;0.01;1;2;0.8;4;-0.3078060525765677;2529.803867646309;8282;signal turbine vibration frequency | forecasting wind management grid
2;0.1;1;2;0.8;4;-0.3078060525765677;2529.0567949932133;8282;signal turbine vibration frequency | forecasting wind management grid
2;0.5;1;2;0.8;4;-0.3078060525765677;2529.623436966135;8282;signal turbine vibration frequency | forecasting wind management grid
2;0.7;1;2;0.8;4;-0.3078060525765677;2529.9936329253837;8282;signal turbine vibration frequency | forecasting wind management grid
2;1;1;2;0.8;4;-0.3078060525765677;2530.546203492469;8282;signal turbine vibration frequency | forecasting wind management grid
2;symmetric;1;2;0.8;4;-0.3078060525765677;2529.623436966135;8282;signal turbine vibration frequency | forecasting wind management grid
2;0.01;0.5;2;0.8;5;-0.3096518536753721;2485.1527309701855;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;0.01;symmetric;2;0.8;5;-0.3096518536753721;2485.1527309701855;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;0.1;0.5;2;0.8;5;-0.3096518536753721;2484.3219422515353;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;0.1;symmetric;2;0.8;5;-0.3096518536753721;2484.3219422515353;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;0.5;0.5;2;0.8;5;-0.3096518536753721;2484.7559328773655;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;0.5;symmetric;2;0.8;5;-0.3096518536753721;2484.7559328773655;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;0.7;0.5;2;0.8;5;-0.3096518536753721;2485.0679775045573;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;0.7;symmetric;2;0.8;5;-0.3096518536753721;2485.0679775045573;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
2;1;0.5;2;0.8;5;-0.3096518536753721;2485.547422255661;8282;signal turbine vibration frequency bearing | forecasting wind management hydropower grid
